Date,Open,High,Low,Close,Adj Close,Volume
2021-09-03,1526.5,1569.25,1519.0,1550.0,1504.7607421875,63632800
2021-09-06,1567.0,1587.5,1551.0,1580.0,1533.88525390625,71398400
2021-09-07,1610.0,1737.0,1597.5,1735.75,1685.08935546875,143514000
2021-09-08,1807.5,1920.0,1765.0,1816.25,1763.2398681640625,275408400
2021-09-09,1744.75,1802.25,1739.5,1781.25,1729.2613525390625,104801600
2021-09-10,1788.25,1836.0,1770.5,1794.75,1742.3671875,111126400
2021-09-13,1791.75,1804.25,1749.5,1769.0,1717.368896484375,67914000
2021-09-14,1778.0,1789.25,1751.75,1760.25,1708.874267578125,56939600
2021-09-15,1735.0,1736.25,1651.25,1658.5,1610.093994140625,107443600
2021-09-16,1647.5,1679.75,1600.25,1635.5,1587.7652587890625,84448800
2021-09-17,1622.5,1673.75,1607.5,1665.25,1616.64697265625,92059600
2021-09-21,1565.25,1595.0,1560.75,1582.25,1536.0693359375,80984400
2021-09-22,1575.75,1648.0,1575.25,1612.25,1565.19384765625,91116000
2021-09-24,1662.25,1669.75,1641.75,1656.75,1608.39501953125,57984800
2021-09-27,1660.75,1690.0,1650.5,1656.0,1607.666748046875,52749200
2021-09-28,1656.75,1698.5,1655.25,1695.5,1646.0137939453125,58166800
2021-09-29,1673.0,1677.5,1648.25,1670.75,1627.26513671875,54572400
2021-09-30,1674.5,1677.25,1620.0,1620.0,1577.8358154296875,58052000
2021-10-01,1605.0,1639.25,1588.25,1607.0,1565.1741943359375,55116800
2021-10-04,1612.75,1616.0,1553.25,1566.5,1525.7283935546875,56324800
2021-10-05,1530.75,1549.5,1477.5,1506.75,1467.5333251953125,80790800
2021-10-06,1525.0,1525.75,1472.0,1475.5,1437.096923828125,68787200
2021-10-07,1490.25,1515.25,1476.75,1487.25,1448.541015625,56286400
2021-10-08,1531.75,1574.0,1517.0,1529.5,1489.69140625,86999200
2021-10-11,1532.0,1619.0,1525.25,1604.0,1562.2523193359375,91094400
2021-10-12,1580.0,1592.0,1547.75,1565.25,1524.5107421875,59203200
2021-10-13,1554.75,1570.0,1537.5,1548.5,1508.1968994140625,43906400
2021-10-14,1562.5,1573.5,1549.25,1563.0,1522.3194580078125,43416800
2021-10-15,1576.25,1589.75,1560.25,1572.5,1531.572265625,43029600
2021-10-18,1587.25,1594.5,1550.25,1559.5,1518.9107666015625,46231600
2021-10-19,1553.0,1616.5,1552.75,1607.25,1565.4176025390625,59676000
2021-10-20,1649.5,1679.75,1630.75,1678.0,1634.326171875,90570800
2021-10-21,1678.0,1689.0,1640.0,1643.5,1600.724365234375,81437200
2021-10-22,1654.75,1680.0,1635.5,1652.5,1609.489990234375,63096400
2021-10-25,1625.0,1629.0,1580.0,1596.75,1555.191162109375,64874800
2021-10-26,1631.25,1651.25,1621.0,1625.0,1582.705810546875,57878000
2021-10-27,1610.25,1612.25,1563.5,1570.25,1529.380859375,67427200
2021-10-28,1557.5,1591.0,1525.0,1528.0,1488.23046875,237086800
2021-10-29,1524.75,1556.0,1517.5,1541.0,1500.89208984375,66441600
2021-11-01,1567.25,1592.0,1564.0,1582.25,1541.068603515625,55417200
2021-11-02,1589.5,1609.25,1576.0,1579.0,1537.90283203125,54388000
2021-11-04,1608.75,1609.75,1557.5,1557.5,1516.9625244140625,53435200
2021-11-05,1561.75,1577.25,1527.5,1552.25,1511.8492431640625,63421200
2021-11-08,1555.5,1559.0,1530.75,1540.25,1500.16162109375,43368800
2021-11-09,1700.0,1732.5,1668.75,1702.0,1657.7017822265625,162824000
2021-11-10,1695.25,1701.0,1615.25,1638.5,1595.8543701171875,119505600
2021-11-11,1628.75,1671.75,1611.25,1668.75,1625.317138671875,94254000
2021-11-12,1680.5,1725.5,1676.75,1711.75,1667.19775390625,92970800
2021-11-15,1747.5,1757.25,1724.0,1750.0,1704.452392578125,82820800
2021-11-16,1740.0,1787.0,1728.25,1778.25,1731.967041015625,75760800
2021-11-17,1792.5,1804.25,1778.25,1783.0,1736.5933837890625,63273600
2021-11-18,1765.0,1771.25,1717.75,1746.5,1701.0435791015625,69953600
2021-11-19,1706.5,1733.75,1701.25,1714.0,1669.3895263671875,66435600
2021-11-22,1699.5,1717.75,1690.5,1705.5,1661.1107177734375,39952400
2021-11-24,1683.0,1688.75,1649.0,1649.0,1606.0811767578125,65667200
2021-11-25,1660.75,1682.5,1658.5,1670.75,1627.26513671875,38997200
2021-11-26,1657.5,1658.5,1580.25,1584.0,1542.7728271484375,86951600
2021-11-29,1550.0,1594.0,1543.0,1552.0,1511.60595703125,72277600
2021-11-30,1575.0,1584.0,1500.0,1507.5,1468.2640380859375,81150800
2021-12-01,1502.0,1512.5,1451.75,1475.0,1436.6097412109375,90158400
2021-12-02,1442.25,1452.0,1384.75,1399.75,1363.318603515625,114198000
2021-12-03,1392.5,1409.25,1355.75,1389.75,1353.578857421875,102065600
2021-12-06,1300.25,1321.75,1264.25,1275.75,1242.5458984375,124845600
2021-12-07,1325.0,1392.0,1316.25,1377.0,1341.16064453125,126680800
2021-12-08,1405.0,1411.5,1341.5,1373.25,1337.50830078125,105555200
2021-12-09,1366.0,1402.5,1365.0,1387.75,1351.630859375,74486800
2021-12-10,1372.5,1390.5,1360.0,1379.5,1343.595458984375,70138000
2021-12-13,1392.25,1403.75,1382.5,1392.75,1356.5006103515625,54324400
2021-12-14,1386.25,1401.0,1370.5,1380.5,1344.569580078125,56776800
2021-12-15,1392.5,1423.0,1389.0,1405.0,1368.4317626953125,61943200
2021-12-16,1406.25,1414.5,1385.0,1410.75,1374.0322265625,62010800
2021-12-17,1387.5,1394.5,1369.0,1370.25,1334.5860595703125,59121600
2021-12-20,1363.75,1379.25,1333.5,1336.0,1301.2276611328125,62768400
2021-12-21,1350.25,1359.0,1334.25,1350.75,1315.5938720703125,45090000
2021-12-22,1367.5,1381.0,1345.25,1347.5,1312.4283447265625,49973200
2021-12-23,1353.75,1357.5,1335.0,1352.75,1317.5418701171875,41880400
2021-12-24,1354.75,1357.75,1342.0,1344.75,1309.749755859375,27270400
2021-12-27,1317.25,1329.25,1305.0,1305.0,1271.034423828125,46642400
2021-12-28,1313.75,1328.0,1308.75,1314.5,1280.2872314453125,48164800
2021-12-29,1314.75,1357.0,1314.0,1339.0,1304.1495361328125,49401600
2021-12-30,1333.75,1363.5,1322.0,1358.5,1323.14208984375,57058800
2022-01-04,1393.25,1393.5,1355.0,1370.5,1334.82958984375,56408400
2022-01-05,1360.0,1378.75,1348.75,1355.0,1319.733154296875,46326000
2022-01-06,1348.0,1353.75,1325.25,1343.0,1308.0455322265625,64462000
2022-01-07,1360.0,1400.0,1354.5,1372.25,1336.5341796875,82169200
2022-01-11,1356.25,1360.0,1332.75,1340.0,1305.1234130859375,58896800
2022-01-12,1369.5,1437.0,1367.5,1420.75,1383.7718505859375,96938000
2022-01-13,1412.0,1421.25,1389.5,1391.5,1355.283203125,63932800
2022-01-14,1367.5,1374.75,1351.25,1374.25,1338.482177734375,63328800
2022-01-17,1375.0,1394.5,1360.0,1382.5,1346.517333984375,45223200
2022-01-18,1385.0,1419.0,1374.5,1377.0,1341.16064453125,55289600
2022-01-19,1360.5,1373.25,1345.5,1353.0,1317.78515625,54208400
2022-01-20,1338.25,1383.0,1329.5,1381.75,1345.786865234375,63274800
2022-01-21,1357.75,1375.5,1347.0,1371.75,1336.047119140625,58448400
2022-01-24,1348.0,1353.75,1324.25,1338.75,1303.906005859375,58931600
2022-01-25,1325.0,1328.25,1252.0,1267.25,1234.266845703125,82810000
2022-01-26,1242.25,1314.75,1236.0,1289.0,1255.4508056640625,86392800
2022-01-27,1280.25,1292.5,1163.0,1173.0,1142.469970703125,152083200
2022-01-28,1187.5,1218.75,1146.0,1198.75,1167.5498046875,118549600
2022-01-31,1177.5,1279.75,1173.25,1252.75,1220.1444091796875,93414800
2022-02-01,1283.25,1304.5,1255.5,1266.75,1233.780029296875,67904400
2022-02-02,1281.0,1304.75,1276.75,1300.25,1266.4080810546875,51188400
2022-02-03,1272.5,1313.0,1271.5,1298.75,1264.9471435546875,59466400
2022-02-04,1287.5,1308.5,1272.75,1303.5,1269.5733642578125,68249600
2022-02-07,1309.25,1373.5,1305.25,1337.5,1302.6888427734375,89858000
2022-02-08,1341.0,1351.5,1315.75,1325.5,1291.0008544921875,72116400
2022-02-09,1337.5,1407.0,1327.5,1403.0,1366.48388671875,123283600
2022-02-10,1428.0,1434.75,1351.5,1370.75,1335.0732421875,112651600
2022-02-14,1320.75,1332.5,1309.25,1317.0,1282.72216796875,52578800
2022-02-15,1307.5,1319.25,1285.75,1289.5,1255.9376220703125,49988800
2022-02-16,1324.75,1327.25,1306.5,1309.0,1274.9302978515625,36851200
2022-02-17,1308.0,1308.5,1271.25,1279.25,1245.9544677734375,49653600
2022-02-18,1250.5,1299.75,1247.0,1296.0,1262.2686767578125,61517200
2022-02-21,1271.0,1298.5,1263.0,1290.0,1256.4248046875,45242400
2022-02-22,1265.5,1296.0,1257.75,1288.5,1254.9639892578125,61479200
2022-02-24,1274.75,1281.25,1191.0,1200.5,1169.25439453125,107115200
2022-02-25,1237.75,1277.0,1236.0,1267.25,1234.266845703125,80367200
2022-02-28,1249.0,1284.5,1240.25,1281.25,1247.9027099609375,69072800
2022-03-01,1297.75,1331.5,1295.75,1308.0,1273.956298828125,58656800
2022-03-02,1295.0,1324.5,1293.0,1316.5,1282.2352294921875,52403200
2022-03-03,1324.5,1324.75,1298.75,1303.0,1269.08642578125,48677600
2022-03-04,1278.25,1286.25,1230.75,1240.75,1208.4566650390625,77830400
2022-03-07,1201.5,1211.25,1167.5,1176.75,1146.1224365234375,76268000
2022-03-08,1157.5,1178.25,1114.75,1118.5,1089.3883056640625,97156400
2022-03-09,1121.75,1207.5,1121.75,1159.0,1128.8343505859375,101922400
2022-03-10,1210.0,1210.75,1187.75,1195.0,1163.8975830078125,74957600
2022-03-11,1155.5,1167.0,1106.0,1120.75,1091.5799560546875,102081600
2022-03-14,1099.5,1141.5,1097.5,1112.5,1083.544677734375,78434800
2022-03-15,1082.5,1097.0,1052.5,1066.25,1038.4984130859375,110411600
2022-03-16,1079.5,1137.0,1057.75,1129.75,1100.3458251953125,159979200
2022-03-17,1217.25,1241.0,1186.5,1196.25,1165.114990234375,157374800
2022-03-18,1192.0,1243.0,1175.0,1240.25,1207.9696044921875,113338400
2022-03-22,1239.0,1267.25,1227.0,1264.0,1231.1015625,86609600
2022-03-23,1314.0,1381.25,1312.0,1355.25,1319.9766845703125,112788000
2022-03-24,1330.25,1381.0,1330.0,1374.5,1338.7254638671875,91626000
2022-03-25,1378.5,1381.0,1335.5,1350.5,1315.3502197265625,63060000
2022-03-28,1348.25,1355.25,1320.0,1350.5,1315.3502197265625,50687200
2022-03-29,1372.0,1388.75,1358.25,1376.0,1340.1864013671875,48408000
2022-03-30,1389.75,1408.25,1382.75,1408.0,1376.857177734375,61603200
2022-03-31,1398.75,1437.5,1385.5,1389.75,1359.0107421875,72216000
2022-04-01,1360.25,1402.25,1346.75,1394.5,1363.6556396484375,61594400
2022-04-04,1412.5,1448.5,1410.0,1446.25,1414.260986328125,67499200
2022-04-05,1474.75,1496.0,1458.5,1484.0,1451.1761474609375,76906800
2022-04-06,1452.5,1461.75,1431.75,1442.25,1410.3494873046875,71113600
2022-04-07,1400.0,1417.5,1397.75,1413.5,1382.2354736328125,55065200
2022-04-08,1425.5,1435.5,1406.25,1420.75,1389.3250732421875,59632000
2022-04-11,1413.5,1432.25,1380.25,1382.5,1351.921142578125,61341600
2022-04-12,1370.25,1389.75,1356.75,1370.5,1340.1865234375,64292000
2022-04-13,1374.75,1409.5,1366.5,1398.0,1367.078125,52536000
2022-04-14,1423.0,1443.5,1418.0,1440.5,1408.63818359375,47683600
2022-04-15,1405.75,1430.75,1396.25,1423.0,1391.525390625,43884000
2022-04-18,1404.0,1414.0,1400.0,1413.25,1381.990966796875,36262800
2022-04-19,1424.5,1429.75,1380.75,1386.75,1356.0770263671875,56362400
2022-04-20,1389.5,1413.75,1379.5,1406.75,1375.6346435546875,45609200
2022-04-21,1393.5,1411.0,1387.75,1394.75,1363.9002685546875,42058800
2022-04-22,1357.5,1368.0,1339.5,1352.75,1322.8291015625,49698800
2022-04-25,1300.25,1300.75,1241.0,1247.25,1219.6624755859375,100556000
2022-04-26,1273.25,1316.75,1262.0,1298.75,1270.023681640625,84765600
2022-04-27,1247.25,1297.25,1240.0,1295.5,1266.845458984375,85805200
2022-04-28,1300.5,1322.75,1291.75,1317.25,1288.1143798828125,59108000
2022-05-02,1339.25,1350.25,1310.5,1322.5,1293.2481689453125,51192000
2022-05-06,1278.5,1303.25,1275.5,1292.5,1263.9117431640625,58458000
2022-05-09,1263.5,1269.25,1245.0,1247.25,1219.6624755859375,53074000
2022-05-10,1216.0,1232.25,1180.25,1225.0,1197.90478515625,72532000
2022-05-11,1212.5,1230.75,1195.25,1220.75,1193.7486572265625,65885600
