Date,Open,High,Low,Close,Adj Close,Volume
2021-09-21,70600.0,72230.0,70370.0,71630.0,69460.890625,822800
2021-09-22,71500.0,71510.0,70110.0,70220.0,68093.5859375,711700
2021-09-24,71620.0,71670.0,70480.0,71000.0,68849.9765625,817100
2021-09-27,70310.0,71370.0,69190.0,69190.0,67094.7734375,768700
2021-09-28,67900.0,68450.0,66700.0,67480.0,65436.55078125,1082900
2021-09-29,65820.0,65960.0,64180.0,64390.0,62440.12890625,1428400
2021-09-30,65300.0,67000.0,64360.0,67000.0,64971.09765625,3073100
2021-10-01,66320.0,66940.0,64710.0,64980.0,63012.2578125,795000
2021-10-04,65950.0,66300.0,63320.0,63630.0,61703.140625,591500
2021-10-05,62060.0,63440.0,61330.0,62730.0,60830.390625,644700
2021-10-06,65580.0,65730.0,62450.0,62710.0,60811.00390625,782400
2021-10-07,63500.0,63970.0,62200.0,62230.0,60345.53515625,503800
2021-10-08,64210.0,64740.0,63620.0,64270.0,62323.76171875,656600
2021-10-11,63750.0,66060.0,63360.0,65950.0,63952.890625,613200
2021-10-12,66230.0,66290.0,64610.0,64820.0,62857.1015625,432400
2021-10-13,64670.0,65390.0,64440.0,64770.0,62808.61328125,359000
2021-10-14,65130.0,65460.0,64620.0,65310.0,63332.265625,443300
2021-10-15,66310.0,67850.0,66140.0,67700.0,65649.890625,609300
2021-10-18,68250.0,68250.0,66880.0,67220.0,65184.4296875,535800
2021-10-19,67950.0,68730.0,67420.0,68660.0,66580.828125,458800
2021-10-20,69200.0,69460.0,68320.0,68410.0,66338.390625,466700
2021-10-21,67310.0,68130.0,66750.0,67250.0,65213.515625,394600
2021-10-22,66770.0,67710.0,66320.0,67210.0,65174.73046875,448900
2021-10-25,66210.0,67020.0,66160.0,66860.0,64835.328125,328500
2021-10-26,67390.0,67580.0,66700.0,66760.0,64738.36328125,406000
2021-10-27,65800.0,66140.0,65260.0,65770.0,63778.33203125,534600
2021-10-28,66770.0,66770.0,64440.0,65230.0,63254.6875,1852900
2021-10-29,68230.0,68940.0,67030.0,68510.0,66435.3671875,841600
2021-11-01,70000.0,70120.0,68930.0,69850.0,67734.8046875,624900
2021-11-02,69430.0,69800.0,68960.0,69250.0,67152.9453125,450400
2021-11-04,71500.0,73980.0,70600.0,73980.0,71739.71875,1082300
2021-11-05,74300.0,75090.0,73660.0,74400.0,72147.0,797700
2021-11-08,74150.0,74410.0,72310.0,72460.0,70265.75,531300
2021-11-09,72760.0,73510.0,71620.0,71880.0,69703.3125,416900
2021-11-10,70880.0,71680.0,70320.0,70660.0,68520.265625,311500
2021-11-11,70420.0,70970.0,69920.0,70480.0,68345.703125,330600
2021-11-12,71070.0,71780.0,70710.0,70970.0,68820.8671875,400600
2021-11-15,72150.0,72350.0,71070.0,71490.0,69325.1171875,362200
2021-11-16,71630.0,72810.0,71330.0,72380.0,70188.1796875,351900
2021-11-17,73020.0,73280.0,72010.0,72780.0,70576.0546875,347000
2021-11-18,72990.0,74320.0,72610.0,73520.0,71293.640625,526800
2021-11-19,73560.0,74640.0,73370.0,74640.0,72379.7265625,416600
2021-11-22,74500.0,74600.0,73720.0,74280.0,72030.6328125,303300
2021-11-24,73200.0,73460.0,71920.0,72230.0,70042.71875,414600
2021-11-25,72100.0,72850.0,71900.0,72130.0,69945.7421875,246300
2021-11-26,71970.0,72120.0,70310.0,70940.0,68791.7734375,381000
2021-11-29,69550.0,72030.0,69400.0,70720.0,68578.4375,516100
2021-11-30,72160.0,72680.0,70150.0,70330.0,68200.25,778900
2021-12-01,71810.0,72180.0,70460.0,70460.0,68326.3125,506900
2021-12-02,70470.0,71110.0,70250.0,70960.0,68811.1640625,429600
